QualifyingAreaName,TotalPopulation,Male,Female,WhitePopulation,White_Male,White_Female,FreeColoredPopulation,FreeColored_Male,FreeColored_Female,SlavePopulation,Slave_Male,Slave_Female,FreePersons,FreePersons_White,FreePersons_White_Male,FreePersons_White_Female,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Male,FreePersons_ColoredPersons_Female,SlavePopulation_Male,SlavePopulation_Female,DisabledWhite,DisabledWhite_DeafandDumb,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPublicCharge,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinMining,PersonsEmployedinAgriculture,PersonsEmployedinCommerce,PersonsEmployedinManufacturingTrade,PersonsEmployedinOceanNavigation,PersonsEmployedinLandNavigation,PersonsEmployedEngineersProfessional,PensionersofRevolutionaryWarorMilitaryService,CollegeUniversityStudents,AcademyGrammarSchoolStudents,PrimaryCommonSchoolStudents,StudentsatPublicCharge,IlliterateWhiteAge20andOver,LiterateWhiteAge20andOver,NumberofPersonsEmployedinPrintingBinding
"St Johns County, Florida Territory",2694,1391,1303,1685,925,760,121,54,67,888,412,476,1806,1685,925,760,121,54,67,412,476,4,2,1,0,1,0,165,9,75,6,0,33,4,0,113,77,0,152,760,5
"Walton County, Florida Territory",1461,773,688,1189,634,555,41,23,18,231,116,115,1230,1189,634,555,41,23,18,116,115,3,3,0,0,0,0,438,0,0,0,0,0,2,0,0,131,0,187,296,0
"Washington County, Florida Territory",859,473,386,504,287,217,2,1,1,353,185,168,506,504,287,217,2,1,1,185,168,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,15,9,0,49,163,0
"Appling County, Georgia",2052,1066,986,1755,918,837,15,12,3,282,136,146,1770,1755,918,837,15,12,3,136,146,0,0,0,0,0,0,589,4,3,1,0,0,0,0,0,55,27,369,257,0
"Baker County, Georgia",4226,2204,2022,2447,1308,1139,6,6,0,1773,890,883,2453,2447,1308,1139,6,6,0,890,883,7,5,3,1,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,959,0
"Baldwin County, Georgia",7250,3715,3535,3075,1686,1389,68,29,39,4107,2000,2107,3143,3075,1686,1389,68,29,39,2000,2107,12,0,7,0,7,0,2066,33,317,0,49,32,4,1,233,9,3,185,1284,39
"Bibb County, Georgia",9802,4945,4857,5355,2762,2593,27,17,10,4420,2166,2254,5382,5355,2762,2593,27,17,10,2166,2254,0,0,0,0,0,0,1500,0,0,0,0,34,0,1,200,75,0,0,2277,15
"Bryan County, Georgia",3182,1592,1590,897,462,435,7,6,1,2278,1124,1154,904,897,462,435,7,6,1,1124,1154,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,65,0,0,0,351,NA
"Bulloch County, Georgia",3102,1548,1554,2147,1085,1062,0,0,0,955,463,492,2147,2147,1085,1062,0,0,0,463,492,3,1,2,0,2,0,1102,0,5,0,0,1,0,0,0,27,0,167,669,0
"Burke County, Georgia",13176,6817,6359,4609,2403,2206,159,98,61,8408,4316,4092,4768,4609,2403,2206,159,98,61,4316,4092,15,5,11,5,6,0,5475,3,69,1,0,9,1,1,25,99,4,601,1406,0
"Butts County, Georgia",5308,2712,2596,3285,1724,1561,1,0,1,2022,988,1034,3286,3285,1724,1561,1,0,1,988,1034,5,0,5,1,4,0,1922,0,0,0,0,13,1,0,64,120,0,96,1204,0
"Camden County, Georgia",6075,3038,3037,2004,1052,952,22,8,14,4049,1978,2071,2026,2004,1052,952,22,8,14,1978,2071,1,0,1,0,1,0,2207,18,71,6,45,27,1,0,90,122,14,208,652,0
"Campbell County, Georgia",5370,2713,2657,4526,2320,2206,2,2,0,842,391,451,4528,4526,2320,2206,2,2,0,391,451,7,7,7,0,7,0,1606,6,2,0,0,0,5,0,0,462,30,528,1152,0
"Carroll County, Georgia",5252,2686,2566,4725,2433,2292,5,3,2,522,250,272,4730,4725,2433,2292,5,3,2,250,272,12,5,7,1,6,128,1408,19,87,0,0,15,3,0,36,441,2,375,1331,0
"Cass County, Georgia",9390,4938,4452,7381,3915,3466,14,9,5,1995,1014,981,7395,7381,3915,3466,14,9,5,1014,981,20,7,10,2,8,0,2665,40,258,0,1,28,5,0,0,468,34,892,2035,5
"Chatham County, Georgia",18801,9329,9472,6801,3756,3045,669,281,388,11331,5292,6039,7470,6801,3756,3045,669,281,388,5292,6039,11,1,11,0,11,0,5227,606,849,201,40,134,4,0,385,352,140,128,3876,22
"Chattooga County, Georgia",3438,1763,1675,2624,1371,1253,0,0,0,814,392,422,2624,2624,1371,1253,0,0,0,392,422,4,2,2,0,2,0,1049,17,86,0,0,5,1,0,35,64,0,269,755,0
"Cherokee County, Georgia",5895,3008,2887,5401,2774,2627,3,3,0,491,231,260,5404,5401,2774,2627,3,3,0,231,260,8,0,8,6,2,22,1250,31,143,0,0,0,3,0,60,254,39,347,1631,0
"Clarke County, Georgia",10522,5326,5196,5603,2824,2779,42,24,18,4877,2478,2399,5645,5603,2824,2779,42,24,18,2478,2399,10,3,8,4,4,0,2123,0,0,0,0,0,5,1,265,170,2,316,1845,0
"Cobb County, Georgia",7539,3887,3652,6630,3445,3185,5,2,3,904,440,464,6635,6630,3445,3185,5,2,3,440,464,9,1,6,0,6,0,1971,37,291,1,0,23,8,0,0,70,0,473,2006,0
"Columbia County, Georgia",11356,5617,5739,3920,1966,1954,123,60,63,7313,3591,3722,4043,3920,1966,1954,123,60,63,3591,3722,14,2,13,4,9,27,4688,34,233,0,0,27,0,1,240,165,42,360,1354,0
"Coweta County, Georgia",10364,5201,5163,7263,3692,3571,23,9,14,3078,1500,1578,7286,7263,3692,3571,23,9,14,1500,1578,5,3,1,0,1,0,3314,25,157,0,0,22,5,0,237,204,0,547,2179,3
"Crawford County, Georgia",7981,4066,3915,4412,2317,2095,1,0,1,3568,1749,1819,4413,4412,2317,2095,1,0,1,1749,1819,2,1,1,1,0,0,2554,0,0,0,0,0,8,0,0,279,0,65,1582,0
"Dade County, Georgia",1364,688,676,1285,647,638,0,0,0,79,41,38,1285,1285,647,638,0,0,0,41,38,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,36,424,0
"Decatur County, Georgia",5872,3047,2825,3478,1867,1611,8,5,3,2386,1175,1211,3486,3478,1867,1611,8,5,3,1175,1211,7,1,8,1,7,0,2293,17,0,0,0,9,0,0,173,66,3,204,1167,0
"DeKalb County, Georgia",10467,5270,5197,8456,4314,4142,7,4,3,2004,952,1052,8463,8456,4314,4142,7,4,3,952,1052,10,0,6,2,4,0,1648,0,15,0,0,13,7,0,77,245,0,433,2759,0
"Dooly County, Georgia",4427,2230,2197,3234,1643,1591,8,4,4,1185,583,602,3242,3234,1643,1591,8,4,4,583,602,5,2,2,1,1,0,1248,0,14,0,0,8,0,0,45,45,42,300,947,0
"Early County, Georgia",5444,2720,2724,3120,1643,1477,7,3,4,2317,1074,1243,3127,3120,1643,1477,7,3,4,1074,1243,4,1,4,0,4,0,1797,25,0,0,0,10,3,2,47,39,0,355,873,0
"Effingham County, Georgia",3075,1597,1478,1633,829,804,9,7,2,1433,761,672,1642,1633,829,804,9,7,2,761,672,3,0,3,1,2,0,1205,26,5,0,0,7,1,0,30,0,0,32,679,0
"Elbert County, Georgia",11125,5571,5554,6077,3060,3017,73,38,35,4975,2473,2502,6150,6077,3060,3017,73,38,35,2473,2502,12,0,8,1,7,0,4004,24,200,0,11,26,14,0,107,146,15,670,1775,0
"Emanuel County, Georgia",3129,1579,1550,2500,1273,1227,24,14,10,605,292,313,2524,2500,1273,1227,24,14,10,292,313,10,3,6,1,5,0,1000,0,18,1,0,0,7,0,0,0,0,316,616,0
"Fayette County, Georgia",6191,3159,3032,4827,2493,2334,30,15,15,1334,651,683,4857,4827,2493,2334,30,15,15,651,683,10,3,7,2,5,0,1874,19,75,0,0,26,5,0,32,324,99,582,1226,3
"Floyd County, Georgia",4441,2301,2140,3165,1664,1501,5,5,0,1271,632,639,3170,3165,1664,1501,5,5,0,632,639,0,0,0,0,0,0,1346,0,176,2,0,16,0,0,79,107,0,171,1038,2
"Forsyth County, Georgia",5619,2825,2794,5060,2565,2495,9,5,4,550,255,295,5069,5060,2565,2495,9,5,4,255,295,4,2,2,2,0,6,1497,18,91,1,0,10,6,0,51,263,94,593,1337,0
"Franklin County, Georgia",9886,4884,5002,7754,3878,3876,37,18,19,2095,988,1107,7791,7754,3878,3876,37,18,19,988,1107,9,4,4,0,4,0,3073,24,82,0,0,7,13,0,19,256,0,1157,1918,0
"Gilmer County, Georgia",2536,1324,1212,2441,1286,1155,3,2,1,92,36,56,2444,2441,1286,1155,3,2,1,36,56,3,0,2,0,2,0,782,2,11,0,0,3,5,0,0,70,0,220,693,0
"Glynn County, Georgia",5302,2675,2627,891,510,381,2,2,0,4409,2163,2246,893,891,510,381,2,2,0,2163,2246,0,0,0,0,0,0,3041,15,133,6,8,14,0,0,40,0,0,29,427,0
"Greene County, Georgia",11690,5983,5707,4641,2407,2234,25,15,10,7024,3561,3463,4666,4641,2407,2234,25,15,10,3561,3463,7,2,8,2,6,0,4094,51,288,0,0,21,5,1,323,358,6,204,1750,0
"Gwinnett County, Georgia",10804,5464,5340,8552,4358,4194,14,6,8,2238,1100,1138,8566,8552,4358,4194,14,6,8,1100,1138,28,10,14,3,11,0,2409,0,82,0,0,13,24,0,81,224,0,519,2729,0
"Habersham County, Georgia",7961,4049,3912,7007,3596,3411,12,6,6,942,447,495,7019,7007,3596,3411,12,6,6,447,495,5,3,1,0,1,79,2321,40,152,0,0,15,4,0,35,212,106,1127,1625,0
"Hall County, Georgia",7875,3896,3979,6773,3385,3388,3,1,2,1099,510,589,6776,6773,3385,3388,3,1,2,510,589,20,7,10,1,9,17,2438,26,129,0,0,11,19,0,40,313,0,679,1937,0
"Hancock County, Georgia",9659,4947,4712,3697,1900,1797,47,26,21,5915,3021,2894,3744,3697,1900,1797,47,26,21,3021,2894,10,5,2,0,2,0,3244,0,0,0,0,0,10,0,0,0,0,79,1477,0
"Harris County, Georgia",13933,7089,6844,7482,3873,3609,33,18,15,6418,3198,3220,7515,7482,3873,3609,33,18,15,3198,3220,17,12,4,1,3,0,4260,18,117,0,0,13,2,0,70,585,19,58,2640,0
"Heard County, Georgia",5329,2670,2659,3749,1927,1822,3,0,3,1577,743,834,3752,3749,1927,1822,3,0,3,743,834,2,1,4,0,4,0,1388,18,109,0,0,20,1,0,78,161,0,148,1206,0
"Henry County, Georgia",11756,5923,5833,8424,4322,4102,16,6,10,3316,1595,1721,8440,8424,4322,4102,16,6,10,1595,1721,9,5,2,1,1,0,3107,0,168,0,0,17,6,0,30,684,0,524,2569,0
"Houston County, Georgia",9711,4899,4812,4861,2505,2356,5,1,4,4845,2393,2452,4866,4861,2505,2356,5,1,4,2393,2452,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,446,0,0,1331,497,NA
"Irwin County, Georgia",2038,1090,948,1772,958,814,0,0,0,266,132,134,1772,1772,958,814,0,0,0,132,134,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,23,0,212,452,0
"Jackson County, Georgia",8522,4221,4301,5994,3000,2994,15,8,7,2513,1213,1300,6009,5994,3000,2994,15,8,7,1213,1300,9,2,7,0,7,0,1692,28,139,0,0,5,11,0,0,217,6,382,2052,0
"Jasper County, Georgia",11111,5649,5462,4921,2536,2385,35,16,19,6155,3097,3058,4956,4921,2536,2385,35,16,19,3097,3058,9,1,9,0,9,0,3641,0,110,0,0,9,6,0,257,238,0,362,1623,0
"Jefferson County, Georgia",7254,3745,3509,2877,1496,1381,35,17,18,4342,2232,2110,2912,2877,1496,1381,35,17,18,2232,2110,0,0,0,0,0,0,2753,0,0,0,0,0,1,0,0,12,4,343,873,0
"Jones County, Georgia",10065,5135,4930,4417,2303,2114,29,16,13,5619,2816,2803,4446,4417,2303,2114,29,16,13,2816,2803,13,2,10,2,8,0,3549,0,131,0,0,8,4,0,155,211,103,393,1414,0
"Laurens County, Georgia",5585,2814,2771,3078,1540,1538,5,4,1,2502,1270,1232,3083,3078,1540,1538,5,4,1,1270,1232,10,3,8,2,6,0,1937,19,34,0,0,10,0,0,80,38,1,647,607,0
"Lee County, Georgia",4520,2361,2159,2469,1284,1185,5,4,1,2046,1073,973,2474,2469,1284,1185,5,4,1,1073,973,2,2,2,0,2,0,1643,10,31,0,0,12,0,0,28,146,5,280,723,0
"Liberty County, Georgia",7241,3595,3646,1645,829,816,35,16,19,5561,2750,2811,1680,1645,829,816,35,16,19,2750,2811,7,2,3,0,3,0,3859,11,72,0,2,24,1,0,166,7,0,57,610,0
"Lincoln County, Georgia",5895,2907,2988,2527,1269,1258,29,12,17,3339,1626,1713,2556,2527,1269,1258,29,12,17,1626,1713,3,1,0,0,0,0,2174,0,0,0,0,2,2,0,125,362,0,18,1052,0
"Lowndes County, Georgia",5574,2778,2796,4394,2227,2167,3,1,2,1177,550,627,4397,4394,2227,2167,3,1,2,550,627,2,0,0,0,0,0,1200,0,6,0,0,0,0,0,0,12,0,642,897,0
"Lumpkin County, Georgia",5671,2882,2789,5143,2627,2516,12,3,9,516,252,264,5155,5143,2627,2516,12,3,9,252,264,8,0,5,1,4,292,1142,46,75,0,0,6,7,0,0,352,95,828,1172,0
"Mcintosh County, Georgia",5360,2767,2593,1348,721,627,102,52,50,3910,1994,1916,1450,1348,721,627,102,52,50,1994,1916,2,1,3,0,3,0,3533,0,76,11,97,16,2,0,65,13,0,76,551,1
"Macon County, Georgia",5045,2535,2510,3553,1834,1719,3,2,1,1489,699,790,3556,3553,1834,1719,3,2,1,699,790,5,1,5,0,5,0,1561,14,62,0,0,13,3,0,0,58,20,421,912,0
"Madison County, Georgia",4510,2224,2286,3125,1556,1569,3,2,1,1382,666,716,3128,3125,1556,1569,3,2,1,666,716,9,2,7,1,6,0,1425,9,35,0,0,1,3,0,20,79,0,244,1017,0
"Marion County, Georgia",4812,2456,2356,3741,1923,1818,1,0,1,1070,533,537,3742,3741,1923,1818,1,0,1,533,537,4,3,1,0,1,0,1699,6,31,0,0,7,2,0,32,105,0,431,959,0
"Meriwether County, Georgia",14132,7132,7000,8725,4441,4284,16,10,6,5391,2681,2710,8741,8725,4441,4284,16,10,6,2681,2710,12,3,7,0,7,0,3294,21,61,0,0,16,6,0,155,265,0,436,2855,0
"Monroe County, Georgia",16275,8232,8043,7804,3998,3806,24,15,9,8447,4219,4228,7828,7804,3998,3806,24,15,9,4219,4228,4,1,3,1,2,0,3745,21,0,0,0,0,3,0,752,388,0,20,2894,0
"Montgomery County, Georgia",1616,827,789,1279,648,631,0,0,0,337,179,158,1279,1279,648,631,0,0,0,179,158,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,463,0
"Morgan County, Georgia",9121,4770,4351,3461,1836,1625,14,9,5,5646,2925,2721,3475,3461,1836,1625,14,9,5,2925,2721,1,0,5,5,0,0,3521,25,128,0,0,20,3,0,0,0,0,0,1412,0
"Murray County, Georgia",4695,2576,2119,3896,2148,1748,1,1,0,798,427,371,3897,3896,2148,1748,1,1,0,427,371,1,1,0,0,0,0,1895,27,69,0,0,17,1,0,0,318,0,256,1364,0
"Muscogee County, Georgia",11699,6039,5660,6939,3646,3293,59,34,25,4701,2359,2342,6998,6939,3646,3293,59,34,25,2359,2342,12,3,14,1,13,0,2517,246,400,1,47,76,2,0,60,304,26,287,2557,15
"Newton County, Georgia",11628,5869,5759,7890,4052,3838,18,11,7,3720,1806,1914,7908,7890,4052,3838,18,11,7,1806,1914,15,6,5,3,2,0,3442,0,0,0,0,40,7,0,25,30,0,369,2570,0
"Oglethorpe County, Georgia",10868,5343,5525,4506,2269,2237,31,16,15,6331,3058,3273,4537,4506,2269,2237,31,16,15,3058,3273,12,3,12,0,12,0,3980,20,161,5,0,23,9,0,107,278,6,495,1430,0
"Paulding County, Georgia",2556,1323,1233,2102,1080,1022,0,0,0,454,243,211,2102,2102,1080,1022,0,0,0,243,211,5,5,0,0,0,0,591,3,21,7,0,6,0,0,0,68,10,0,766,0
"Pike County, Georgia",9176,4672,4504,6595,3399,3196,32,24,8,2549,1249,1300,6627,6595,3399,3196,32,24,8,1249,1300,4,2,4,2,2,0,2817,0,0,0,0,0,5,0,25,256,0,0,2434,0
"Pulaski County, Georgia",5389,2699,2690,2972,1510,1462,32,15,17,2385,1174,1211,3004,2972,1510,1462,32,15,17,1174,1211,12,5,8,0,8,0,1973,37,34,0,3,10,1,0,0,0,0,516,703,0
"Putnam County, Georgia",10260,5167,5093,3741,1916,1825,37,14,23,6482,3237,3245,3778,3741,1916,1825,37,14,23,3237,3245,5,0,4,2,2,0,3559,0,0,0,0,18,2,0,210,174,5,33,1564,0
"Rabun County, Georgia",1912,999,913,1828,955,873,0,0,0,84,44,40,1828,1828,955,873,0,0,0,44,40,1,0,0,0,0,0,1554,0,0,0,0,0,6,0,0,131,106,71,628,0
"Randolph County, Georgia",8276,4248,4028,5586,2927,2659,11,9,2,2679,1312,1367,5597,5586,2927,2659,11,9,2,1312,1367,2,0,1,0,1,0,1314,4,18,0,0,10,5,0,0,97,0,252,1840,0
"Richmond County, Georgia",11932,6260,5672,5650,2991,2659,186,88,98,6096,3181,2915,5836,5650,2991,2659,186,88,98,3181,2915,1,0,2,0,2,0,2142,452,495,13,21,43,1,0,224,36,128,14,2793,37
"Screven County, Georgia",4794,2479,2315,2162,1116,1046,9,4,5,2623,1359,1264,2171,2162,1116,1046,9,4,5,1359,1264,4,1,3,0,3,0,1247,0,0,0,0,0,1,0,0,66,0,69,779,0
"Stewart County, Georgia",12933,6719,6214,8174,4350,3824,18,9,9,4741,2360,2381,8192,8174,4350,3824,18,9,9,2360,2381,6,4,0,0,0,0,3740,0,1,0,0,0,6,0,162,315,0,657,2403,0
"Sumter County, Georgia",5759,3000,2759,4115,2165,1950,1,0,1,1643,835,808,4116,4115,2165,1950,1,0,1,835,808,14,5,7,1,6,0,1648,18,63,1,0,14,1,0,0,234,10,191,1406,0
"Talbot County, Georgia",15627,7943,7684,8861,4592,4269,20,12,8,6746,3339,3407,8881,8861,4592,4269,20,12,8,3339,3407,7,3,5,0,5,0,8411,60,241,0,0,55,1,0,101,610,44,222,3119,0
"Taliaferro County, Georgia",5190,2668,2522,2295,1215,1080,39,15,24,2856,1438,1418,2334,2295,1215,1080,39,15,24,1438,1418,2,0,5,0,5,0,1872,11,50,0,0,4,4,0,0,201,0,119,858,0
"Tattnall County, Georgia",2724,1403,1321,1878,974,904,5,3,2,841,426,415,1883,1878,974,904,5,3,2,426,415,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,739,0
"Telfair County, Georgia",2763,1403,1360,2001,1024,977,5,3,2,757,376,381,2006,2001,1024,977,5,3,2,376,381,4,1,1,0,1,0,1232,15,44,1,21,11,0,0,0,165,10,289,522,0
"Thomas County, Georgia",6766,3445,3321,3810,2034,1776,26,11,15,2930,1400,1530,3836,3810,2034,1776,26,11,15,1400,1530,4,1,4,1,3,0,2330,0,40,0,0,0,0,0,36,169,12,330,1129,0
"Troup County, Georgia",15733,7873,7860,8682,4458,4224,28,13,15,7023,3402,3621,8710,8682,4458,4224,28,13,15,3402,3621,11,3,8,2,6,0,4962,45,295,0,0,37,3,0,318,520,10,805,2533,4
"Twiggs County, Georgia",8422,4287,4135,4214,2192,2022,43,25,18,4165,2070,2095,4257,4214,2192,2022,43,25,18,2070,2095,11,1,9,1,8,0,3517,25,62,0,7,14,3,0,249,0,0,731,1006,0
"Union County, Georgia",3152,1585,1567,3065,1542,1523,0,0,0,87,43,44,3065,3065,1542,1523,0,0,0,43,44,4,4,0,0,0,0,832,0,0,0,0,0,1,0,0,0,0,378,740,0
"Upson County, Georgia",9408,4730,4678,5536,2802,2734,4,3,1,3868,1925,1943,5540,5536,2802,2734,4,3,1,1925,1943,9,2,9,0,9,0,2993,0,96,0,0,6,1,0,303,171,8,369,1689,0
"Walker County, Georgia",6572,3550,3022,5583,3057,2526,43,21,22,946,472,474,5626,5583,3057,2526,43,21,22,472,474,23,16,17,1,16,3,1631,9,66,2,0,10,2,1,0,172,0,766,1432,0
"Walton County, Georgia",10209,5238,4971,6583,3434,3149,1,1,0,3625,1803,1822,6584,6583,3434,3149,1,1,0,1803,1822,0,0,0,0,0,0,2635,0,0,0,0,0,1,0,0,0,0,0,2387,0
"Ware County, Georgia",2323,1191,1132,2189,1123,1066,2,1,1,132,67,65,2191,2189,1123,1066,2,1,1,67,65,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,478,0,471,283,0
"Warren County, Georgia",9789,4951,4838,5176,2601,2575,77,41,36,4536,2309,2227,5253,5176,2601,2575,77,41,36,2309,2227,5,0,8,1,7,0,2840,0,39,0,0,6,7,0,75,147,0,575,1568,0
"Washington County, Georgia",10565,5369,5196,5962,2975,2987,37,19,18,4566,2375,2191,5999,5962,2975,2987,37,19,18,2375,2191,13,1,12,2,10,0,3655,28,151,1,0,13,7,0,153,108,3,882,1534,0
"Wayne County, Georgia",1258,618,640,877,442,435,14,8,6,367,168,199,891,877,442,435,14,8,6,168,199,1,0,2,0,2,0,419,1,0,0,0,7,0,0,12,0,0,104,257,0
"Wilkes County, Georgia",10148,5026,5122,3630,1815,1815,17,9,8,6501,3202,3299,3647,3630,1815,1815,17,9,8,3202,3299,9,1,9,4,5,0,4021,0,170,0,0,36,3,1,86,300,0,96,1448,11
"Wilkinson County, Georgia",6842,3489,3353,4957,2546,2411,19,7,12,1866,936,930,4976,4957,2546,2411,19,7,12,936,930,9,1,6,1,5,0,2451,21,41,0,0,16,4,0,159,153,0,1085,907,0
"Adams County, Illinois",14476,7898,6578,14443,7880,6563,33,18,15,0,0,0,14476,14443,7880,6563,33,18,15,0,0,0,0,0,0,0,0,1909,147,553,3,0,74,5,0,60,2724,0,216,6090,6
"Alexander County, Illinois",3313,1883,1430,3304,1877,1427,9,6,3,0,0,0,3313,3304,1877,1427,9,6,3,0,0,0,0,0,0,0,0,601,0,0,0,2,0,0,0,0,190,0,425,1089,0
"Bond County, Illinois",5060,2692,2368,5048,2685,2363,7,4,3,5,3,2,5055,5048,2685,2363,7,4,3,3,2,1,1,0,0,0,0,1812,15,129,0,0,18,3,0,0,324,0,271,1666,0
"Boone County, Illinois",1705,930,775,1705,930,775,0,0,0,0,0,0,1705,1705,930,775,0,0,0,0,0,2,0,2,1,1,0,460,9,77,0,0,20,0,0,0,253,0,9,814,0
"Brown County, Illinois",4183,2226,1957,4176,2223,1953,4,2,2,3,1,2,4180,4176,2223,1953,4,2,2,1,2,8,0,7,0,7,0,1177,21,119,0,0,28,1,0,0,344,0,370,1290,0
"Bureau County, Illinois",3067,1701,1366,3061,1698,1363,6,3,3,0,0,0,3067,3061,1698,1363,6,3,3,0,0,1,0,1,0,1,0,794,0,136,0,0,17,1,0,45,321,0,85,1269,0
"Calhoun County, Illinois",1741,991,750,1726,978,748,15,13,2,0,0,0,1741,1726,978,748,15,13,2,0,0,4,0,2,2,0,0,481,8,32,0,51,11,1,0,0,119,0,199,581,0
"Carroll County, Illinois",1023,608,415,1019,605,414,4,3,1,0,0,0,1023,1019,605,414,4,3,1,0,0,0,0,0,0,0,2,282,15,31,0,0,7,1,0,0,100,0,8,512,0
"Cass County, Illinois",2981,1577,1404,2970,1570,1400,11,7,4,0,0,0,2981,2970,1570,1400,11,7,4,0,0,8,4,4,2,2,0,582,34,108,0,3,20,0,0,0,279,0,93,1202,0
"Champaign County, Illinois",1475,762,713,1475,762,713,0,0,0,0,0,0,1475,1475,762,713,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,5,0,0,0,53,0,89,496,0
"Christian County, Illinois",1878,1005,873,1878,1005,873,0,0,0,0,0,0,1878,1878,1005,873,0,0,0,0,0,8,2,6,0,6,0,502,2,426,0,0,0,0,0,0,155,6,178,585,0
"Clark County, Illinois",7453,4111,3342,7426,4095,3331,27,16,11,0,0,0,7453,7426,4095,3331,27,16,11,0,0,2,1,0,0,0,0,1051,11,158,0,0,19,1,0,0,180,10,409,2540,0
"Clay County, Illinois",3228,1728,1500,3205,1716,1489,23,12,11,0,0,0,3228,3205,1716,1489,23,12,11,0,0,4,1,1,0,1,0,1304,0,22,0,0,4,3,0,0,134,0,474,766,0
"Clinton County, Illinois",3718,2007,1711,3597,1944,1653,111,57,54,10,6,4,3708,3597,1944,1653,111,57,54,6,4,11,5,4,0,4,0,2844,12,24,0,0,7,1,0,0,215,0,248,1172,0
"Coles County, Illinois",9616,5006,4610,9583,4991,4592,33,15,18,0,0,0,9616,9583,4991,4592,33,15,18,0,0,1,1,0,0,0,7,1876,29,179,1,1,39,3,0,0,545,0,1091,2537,0
"Cook County, Illinois",10201,5979,4222,10146,5943,4203,55,36,19,0,0,0,10201,10146,5943,4203,55,36,19,0,0,3,2,1,1,0,0,920,182,493,1,75,79,0,0,0,493,0,162,5683,19
"Crawford County, Illinois",4422,2323,2099,4382,2308,2074,40,15,25,0,0,0,4422,4382,2308,2074,40,15,25,0,0,1,1,3,0,3,0,1096,18,57,0,0,13,1,0,0,253,0,610,1095,0
"De Kalb County, Illinois",1697,957,740,1697,957,740,0,0,0,0,0,0,1697,1697,957,740,0,0,0,0,0,1,0,3,2,1,0,361,4,56,0,0,7,0,0,0,216,0,8,758,0
"De Witt County, Illinois",3247,1685,1562,3246,1685,1561,1,0,1,0,0,0,3247,3246,1685,1561,1,0,1,0,0,11,2,7,0,7,1,875,16,80,0,0,9,2,0,0,474,0,316,928,0
"Du Page County, Illinois",3535,1947,1588,3531,1944,1587,4,3,1,0,0,0,3535,3531,1944,1587,4,3,1,0,0,3,3,0,0,0,0,973,6,81,0,0,19,3,0,0,337,0,9,1643,0
"Edgar County, Illinois",8225,4359,3866,8181,4339,3842,44,20,24,0,0,0,8225,8181,4339,3842,44,20,24,0,0,14,5,9,3,6,0,2251,31,194,0,0,19,4,0,0,0,0,775,2389,3
"Edwards County, Illinois",3070,1693,1377,3027,1665,1362,43,28,15,0,0,0,3070,3027,1665,1362,43,28,15,0,0,3,2,1,1,0,4,734,0,17,5,0,1,0,0,0,87,0,85,1080,0
"Effingham County, Illinois",1675,883,792,1670,879,791,5,4,1,0,0,0,1675,1670,879,791,5,4,1,0,0,2,0,2,0,2,0,451,9,16,0,0,4,0,0,0,0,0,0,685,0
"Fayette County, Illinois",6328,3392,2936,6262,3359,2903,66,33,33,0,0,0,6328,6262,3359,2903,66,33,33,0,0,1,0,0,0,0,0,1277,5,207,3,0,10,2,0,0,280,21,942,1473,6
"Franklin County, Illinois",3682,1892,1790,3671,1887,1784,6,4,2,5,1,4,3677,3671,1887,1784,6,4,2,1,4,8,0,6,1,5,3,567,10,4,0,4,40,3,0,0,200,0,612,698,0
"Fulton County, Illinois",13142,6926,6216,13110,6913,6197,32,13,19,0,0,0,13142,13110,6913,6197,32,13,19,0,0,19,10,9,5,4,0,3615,0,498,0,4,78,7,0,72,1328,3,662,4643,4
"Gallatin County, Illinois",10760,5668,5092,10065,5336,4729,671,327,344,24,5,19,10736,10065,5336,4729,671,327,344,5,19,16,5,7,1,6,16,1809,136,249,3,21,41,11,0,0,556,64,1468,2561,7
"Greene County, Illinois",11951,6395,5556,11901,6364,5537,50,31,19,0,0,0,11951,11901,6364,5537,50,31,19,0,0,10,5,15,0,15,1,3329,44,278,2,13,36,7,0,0,555,0,639,3873,0
"Hamilton County, Illinois",3945,2063,1882,3928,2052,1876,17,11,6,0,0,0,3945,3928,2052,1876,17,11,6,0,0,8,7,1,1,0,0,1278,3,0,0,0,0,0,0,0,67,0,661,744,0
